,매장명,주소,구,lat,lng
209,수락산역점,"서울 노원구 동일로 1689 (상계동, 하이베라스)",노원구,37.67918909999999,127.0549866
210,원자력병원점,서울 노원구 공릉로46길 6 (공릉동),노원구,37.6268785,127.079495
211,월계이마트점,"서울 노원구 마들로3길 15 (월계동, 월계이마트)",노원구,37.62644,127.0619091
212,월계인덕점,서울 노원구 광운로22길 39 (월계동),노원구,37.6298151,127.0588466
213,중계롯데우성점,서울 노원구 노원로22길 70 (중계동),노원구,37.6482086,127.083901
214,중계본동점,서울 노원구 중계로14바길 2 (중계동),노원구,37.6498756,127.0825982
215,중계점,서울 노원구 동일로204가길 34 (중계동),노원구,37.6407489,127.0682363
216,태릉입구역점,"서울 노원구 공릉로 105 (공릉동, 성종빌딩)",노원구,37.6196188,127.0778497
217,덕성여대점,서울 도봉구 삼양로 542 (쌍문동),도봉구,37.6515728,127.0129899
218,도봉보건소사거리점,서울 도봉구 해등로 157 (쌍문동),도봉구,37.6567708,127.0388206
219,도봉산점,서울 도봉구 도봉산길 18 (도봉동),도봉구,37.6875339,127.0436705
220,도봉역점,서울 도봉구 도봉로 823 (도봉동),도봉구,37.6779041,127.0447529
221,도봉중앙점,서울 도봉구 도봉로181길 18 (도봉동),도봉구,37.684246,127.0448662
222,방학사거리점,서울 도봉구 도봉로 677 (방학동),도봉구,37.6626035,127.0410331
223,방학역점,서울 도봉구 도봉로153길 15 (방학동),도봉구,37.67088090000001,127.0349569
224,방학점,서울 도봉구 방학로 171 (방학동),도봉구,37.6621564,127.0332505
225,방학중앙점,서울 도봉구 도당로13길 22 (방학동),도봉구,37.6657682,127.0353159
226,선덕고사거리점,"서울 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)",도봉구,37.6573677,127.0282385
227,솔밭공원역점,"서울 도봉구 삼양로 594 (쌍문동, 주함해븐빌)",도봉구,37.6562302,127.0135377
228,신창점,서울 도봉구 덕릉로 235 (창동),도봉구,37.638935,127.0380988
229,쌍문동점,서울 도봉구 노해로 162 (쌍문동),도봉구,37.6488058,127.027282
230,쌍문역점,서울 도봉구 도봉로117길 4 (쌍문동),도봉구,37.6604615,127.0384369
231,쌍문중앙점,서울 도봉구 도봉로 519 (쌍문동),도봉구,37.6568841,127.0153062
232,창동대우점,서울 도봉구 덕릉로63가길 30 (창동),도봉구,37.6435011,127.0387297
233,창동블루핀점,서울 도봉구 마들로 550 (창동),도봉구,37.6604973,127.0496195
234,창동역점,서울 도봉구 마들로11길 65 (창동),도봉구,37.6533842,127.0497109
235,창동제일점,서울 도봉구 노해로70길 81 (창동),도봉구,37.6488482,127.0525691
236,창동하나로마트점,"서울 도봉구 마들로11길 20 (창동, 농협창동유통센타)",도봉구,37.6548907,127.051721
237,창동학원가점,서울 도봉구 해등로16길 61 (창동),도봉구,37.6551428,127.0433519
238,경희대점,서울 동대문구 경희대로 4 (회기동),동대문구,37.5918937,127.0525264
239,경희대캠퍼스점,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",동대문구,37.5948937,127.0491562
240,답십리사거리점,서울 동대문구 답십리로 145 (답십리동),동대문구,37.57308829999999,127.0561054
241,답십리파크자이점,"서울 동대문구 한천로 55 (답십리동, 영진빌딩)",동대문구,37.566857,127.0618361
242,동대문구청점,서울 동대문구 천호대로 153-1 (용두동),동대문구,37.5796043,127.0299409
243,동부병원사거리점,서울 동대문구 무학로 104 (용두동),동대문구,37.5735126,127.0309103
244,배봉초교사거리점,서울 동대문구 답십리로63길 131 (장안동),동대문구,37.5784959,127.0693224
245,서울시립대점,"서울 동대문구 서울시립대로 164 (전농동, 도석프라자)",동대문구,37.5833127,127.0548163
246,신설동역점,서울 동대문구 천호대로 11-3 (신설동),동대문구,37.5781315,127.0273933
247,외대점,서울 동대문구 휘경로 12 (이문동),동대문구,37.5958213,127.0612735
248,용두동사거리점,서울 동대문구 왕산로 68 (용두동),동대문구,37.5757257,127.034286
249,용두동점,서울 동대문구 고산자로 413-1 (용두동),동대문구,37.5766569,127.0379383
250,이문점,서울 동대문구 신이문로 19 (이문동),동대문구,37.6031275,127.0642249
251,장안동사거리점,서울 동대문구 답십리로 309 (장안동),동대문구,37.572387,127.0748553
252,장안동점,서울 동대문구 장한로 43 (장안동),동대문구,37.565097,127.0666798
253,장안중랑천점,서울 동대문구 장한로18길 32 (장안동),동대문구,37.5675226,127.070764
254,장안중앙점,서울 동대문구 사가정로25길 42 (장안동),동대문구,37.5806984,127.0709597
255,장한평군자초교점,서울 동대문구 한천로2길 53 (장안동),동대문구,37.5628622,127.0614119
256,전농사거리점,서울 동대문구 사가정로 132 (전농동),동대문구,37.5776021,127.0595087
257,청량리점,서울 동대문구 왕산로 225 (청량리동),동대문구,37.5832723,127.0447446
258,촬영소사거리점,서울 동대문구 답십리로 264 (장안동),동대문구,37.5722599,127.0694701
259,회기역중앙점,서울 동대문구 회기로 194-1 (휘경동),동대문구,37.5898157,127.0574896
260,남성역점,서울 동작구 사당로17가길 13 (사당동),동작구,37.4838017,126.9734321
261,노들점,서울 동작구 노량진로 200 (노량진동),동작구,37.5128951,126.9479098
262,노량진CTS점,서울 동작구 노량진로 110 (노량진동),동작구,37.5131999,126.9380239
263,노량진드림스퀘어점,"서울 동작구 노들로2길 7 (노량진동, 노량진 드림스퀘어 복합빌딩)",동작구,37.5142788,126.9393867
264,노량진역사점,"서울 동작구 노량진로 지하 130 (노량진동, 9호선 노량진역)",동작구,37.5125077,126.9467197
265,대림성모점,서울 동작구 시흥대로 658 (신대방동),동작구,37.490357,126.9081079
266,대방역점,"서울 동작구 노량진로 24 (대방동, 한신빌딩)",동작구,37.5128738,126.9281981
267,보라매공원점,서울 동작구 여의대방로 90 (신대방동),동작구,37.496816,126.9166681
268,보라매점,"서울 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)",동작구,37.491293,126.9240603
269,사당역점,서울 동작구 동작대로7길 100 (사당동),동작구,37.4771676,126.9775404
270,사당점,서울 동작구 동작대로 45 (사당동),동작구,37.4807467,126.981502
271,상도역점,서울 동작구 상도로 277 (상도1동),동작구,37.5027556,126.9483808
272,상도중앙점,서울 동작구 만양로 17 (상도동),동작구,37.5062272,126.9472075
273,신대방삼거리점,서울 동작구 상도로 78 (대방동),동작구,37.5145775,126.9322895
274,중앙대점,서울 동작구 흑석로 79 (흑석동),동작구,37.5070493,126.9584091
275,중앙대후문점,서울 동작구 흑석로 20 (상도동),동작구,37.5048152,126.9530338
276,총신대입구역점,서울 동작구 동작대로 119-1 (사당동),동작구,37.48735569999999,126.9818814
277,총신대점,"서울 동작구 사당로16가길 96 (사당동) 1,2층",동작구,37.4850934,126.9688033
278,해군회관점,서울 동작구 여의대방로 194 (대방동),동작구,37.5042619,126.9222618
279,흑석역점,서울 동작구 현충로 100-1 (흑석동),동작구,37.5076442,126.9647375
280,공덕롯데캐슬점,"서울 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",마포구,37.5486019,126.9588345
281,공덕점,서울 마포구 마포대로8길 15 (공덕동),마포구,37.54870590000001,126.9590957
282,광흥창역점,"서울 마포구 창전로 45 (창전동, 서강한화오벨리스크)",마포구,37.5465423,126.9317948
283,마포공덕역점,서울 마포구 새창로 6 (도화동),마포구,37.5420957,126.9504592
284,마포구청점,서울 마포구 월드컵로 196 (성산동),마포구,37.5644434,126.9061173
285,마포성산시영점,서울 마포구 월드컵북로 210 (성산동),마포구,37.5608448,126.916841
286,마포점,서울 마포구 도화길 10 (도화동),마포구,37.5397882,126.9473543
287,망리단길점,"서울 마포구 포은로 81-1 (망원동, S-빌딩)",마포구,37.554317,126.9052684
288,망원역점,서울 마포구 월드컵로 82-1 (서교동),마포구,37.5563756,126.9102193
289,망원중앙점,서울 마포구 월드컵로 147 (망원동),마포구,37.56077200000001,126.9054366
290,상수역점,서울 마포구 와우산로 41-1 (상수동),마포구,37.5482483,126.9227812
291,상암DMC점,서울 마포구 월드컵북로 396 (상암동),마포구,37.579406,126.8904194
292,상암KBS점,서울 마포구 월드컵북로 375 (상암동),마포구,37.57754000000001,126.89062
293,상암한샘점,서울 마포구 성암로13길 58 (상암동),마포구,37.575698,126.8977264
294,상암홈플러스점,서울 마포구 월드컵로 240 (성산동),마포구,37.5592762,126.9138751
295,성산점,서울 마포구 월드컵북로 137 (성산동),마포구,37.5674996,126.9102095
296,성산중앙점,서울 마포구 성미산로 78 (성산동),마포구,37.56031309999999,126.916664
297,신촌그랑자이점,"서울 마포구 대흥로 183 (대흥동, 신촌그랑자이 상가)",마포구,37.5550101,126.9454102
298,신촌로터리점,서울 마포구 서강로 135 (노고산동),마포구,37.5543865,126.9377806
299,신촌숲아이파크점,"서울 마포구 광성로 17 (신수동, 신촌숲아이파크)",마포구,37.5499797,126.934979
300,신촌하나로마트점,"서울 마포구 신촌로 66 (노고산동, 농협중앙회)",마포구,37.5543865,126.9377806
301,애오개역점,서울 마포구 마포대로 208 (아현동),마포구,37.552503,126.9568378
302,오벨리스크점,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",마포구,37.5401173,126.9455986
303,합정LIG점,서울 마포구 양화로1길 21 (합정동),마포구,37.5495343,126.9103471
304,합정동점,서울 마포구 양화로6길 90 (합정동),마포구,37.5482369,126.9190799
305,합정역사거리점,서울 마포구 독막로2길 5 (합정동),마포구,37.5482728,126.9148412
306,합정홈플러스점,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",마포구,37.5509108,126.9137604
307,홍대중앙점,서울 마포구 양화로 124 (서교동),마포구,37.5542782,126.9208606
308,홍대청기와점,서울 마포구 월드컵북로 7 (서교동),마포구,37.55561429999999,126.9206704
309,가재울점,"서울 서대문구 수색로 100 (북가좌동, DMC래미안e편한세상)",서대문구,37.5726485,126.9105509
310,가재울중앙점,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",서대문구,37.57400810000001,126.9150231
311,명지대점,서울 서대문구 거북골로 35 (남가좌동),서대문구,37.57934789999999,126.9239252
312,명지전문대점,서울 서대문구 가좌로 140 (홍은동),서대문구,37.5845644,126.9241885
313,무악재역점,서울 서대문구 홍제동,서대문구,37.5870737,126.9489545
314,북가좌동점,서울 서대문구 증가로 257 (북가좌동),서대문구,37.5834512,126.9115332
315,서대문구청점,서울 서대문구 연희로 237 (연희동),서대문구,37.5782301,126.9356943
316,서대문점,서울 서대문구 냉천동,서대문구,37.5668121,126.9623526
317,신촌기차역점,서울 서대문구 신촌역로 35 (창천동),서대문구,37.5589545,126.941471
318,신촌역점,서울 서대문구 신촌로 87-20 (창천동),서대문구,37.5606319,126.9340132
319,연남동점,서울 서대문구 연희로 42 (연희동),서대문구,37.5623599,126.9278948
320,연세대점,서울 서대문구 연세로12길 10 (창천동),서대문구,37.5588603,126.9375258
321,연희홍연길점,서울 서대문구 홍제천로 146-9 (연희동),서대문구,37.5735219,126.9264342
322,이화여대점,"서울 서대문구 이화여대길 26 (대현동, 이화빌딩)",서대문구,37.5579661,126.9460909
323,충정로3가점,"서울 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",서대문구,37.5613001,126.962259
324,홍은사거리점,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)",서대문구,37.5927053,126.9416772
325,강남센트럴시티점,"서울 서초구 신반포로 176 (반포동, 센트럴시티)",서초구,37.5041299,127.0030692
326,교대역점,"서울 서초구 서초대로56길 22 (서초동, 성운빌딩)",서초구,37.4977102,126.9978029
327,교육개발원사거리점,"서울 서초구 바우뫼로 180 (양재동, 신송빌딩)",서초구,37.4782683,127.0398247
328,국립국악원점,"서울 서초구 남부순환로 2364 (서초동, 국립국악원)",서초구,37.4777592,127.0083043
329,국립중앙도서관디지털관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",서초구,37.497689,127.0028333
330,국립중앙도서관본관점,"서울 서초구 반포대로 201 (반포동, 국립중앙도서관)",서초구,37.497689,127.0028333
331,남부터미널점,서울 서초구 서초동,서초구,37.4883869,127.0167954
332,내방역점,"서울 서초구 서초대로 108 (방배동, 삼보빌딩)",서초구,37.4875368,126.9943012
333,반포지하상가점,"서울 서초구 신반포로 지하 200 (잠원동, 강남터미널지하쇼핑몰)",서초구,37.5054982,127.0011512
334,방배역점,서울 서초구 방배로 87 (방배동),서초구,37.4821791,126.9968865
335,방배중앙점,"서울 서초구 동광로 1 (방배동, 대양빌딩)",서초구,37.4910721,126.9830254
336,서울고속버스터미널점,"서울 서초구 신반포로 194 (반포동, 강남고속버스터미널)",서초구,37.506123,127.003846
337,서울교대점,서울 서초구 서초동,서초구,37.4883869,127.0167954
338,서초법조타운점,"서울 서초구 서초중앙로24길 7 (서초동, 동천빌딩)",서초구,37.4947862,127.0144996
339,서초역점,서울 서초구 서초동,서초구,37.4883869,127.0167954
340,서초우면중앙점,"서울 서초구 양재대로2길 100-11 (우면동, 서초 리슈빌S)",서초구,37.4562077,127.0162033
341,서초점,서울 서초구 서초대로48길 16 (서초동),서초구,37.4920546,127.0113348
342,신사멀버리힐스점,서울 서초구 강남대로 589 (잠원동),서초구,37.5143873,127.01915
343,양재언남점,"서울 서초구 동산로 60 (양재동, 화성빌딩)",서초구,37.46854769999999,127.0278008
344,양재점,서울 서초구 남부순환로347길 38 (서초동),서초구,37.4860392,127.0314902
345,양재중앙점,"서울 서초구 강남대로 221 (양재동, 양재역 환승주차장)",서초구,37.4785467,127.0413269
346,양재하나로마트점,"서울 서초구 청계산로 10 (양재동, 농협하나로클럽)",서초구,37.4629931,127.043105
347,예술의전당점,"서울 서초구 반포대로 32 (서초동, 원일빌딩)",서초구,37.4833789,127.0121074
348,우면동점,"서울 서초구 바우뫼로 20 (우면동, 고호빌딩)",서초구,37.4699641,127.025301
349,잠원논현점,서울 서초구 신반포로 333 (잠원동),서초구,37.510918,127.0200692
350,청계산입구역점,서울 서초구 신원동,서초구,37.4441742,127.062145
351,포이점,서울 서초구 마방로10길 42 (양재동),서초구,37.4756522,127.0445597
352,함지박사거리점,서울 서초구 방배로 234 우신빌딩,서초구,37.4780738,127.0007198
353,논골사거리점,서울 성동구 난계로 35 (금호동1가),성동구,37.5554974,127.0245702
354,답십리로데오점,서울 성동구 용답19길 17-1 (용답동),성동구,37.5637655,127.0525842
355,뚝섬역점,서울 성동구 상원길 38-1 (성수동1가),성동구,37.5473686,127.0487932
356,마장동점,서울 성동구 고산자로 339-2 (마장동),성동구,37.56341949999999,127.0419997
357,마장역점,서울 성동구 마장로 293-1 (마장동),성동구,37.5659595,127.0421511
358,상왕십리역점,서울 성동구 무학봉15길 27 (하왕십리동),성동구,37.5636804,127.0301981
359,성동구청점,서울 성동구 고산자로 269 (도선동),성동구,37.5632824,127.0329086
360,성수아카데미점,서울 성동구 성수이로 118 (성수동2가),성동구,37.5451924,127.0578183
361,성수우리W타워점,서울 성동구 아차산로15길 19 (성수동2가),성동구,37.5447731,127.0621963
362,성수중앙점,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",성동구,37.5442746,127.0553222
363,신금호역점,서울 성동구 금호산길 64 (금호동2가),성동구,37.5538933,127.0196284
364,옥수동점,서울 성동구 매봉길 12 (옥수동),성동구,37.5452737,127.0157182
365,왕십리비트플렉스점,서울 성동구 왕십리광장로 17 (행당동),성동구,37.5612886,127.038382
366,왕십리센트라스점,서울 성동구 무학로 22 (홍익동),성동구,37.5660798,127.0303129
367,왕십리역점,서울 성동구 왕십리로 309 (행당동),성동구,37.5594263,127.0330179
368,응봉동점,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",성동구,37.5509821,127.0309093
369,장한평역점,서울 성동구 천호대로 426 (용답동),성동구,37.560871,127.0661962
370,텐즈힐점,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",성동구,37.5684705,127.0288841
371,한양대점,서울 성동구 사근동길 4 (행당동),성동구,37.5599448,127.0415495
372,고대개운점,서울 성북구 개운사길 30 (안암동5가),성북구,37.5876904,127.0294356
373,고대점,서울 성북구 고려대로24길 35 (안암동5가),성북구,37.5846838,127.0295562
374,길음뉴타운점,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)",성북구,37.6096851,127.0207104
375,돈암동점,서울 성북구 동소문로 119 (동선동4가),성북구,37.5943633,127.0185313
376,돈암아리랑점,"서울 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)",성북구,37.5991068,127.0137948
377,돌곶이역점,서울 성북구 돌곶이로22길 3 (석관동),성북구,37.6102071,127.0581031
378,동덕여대점,서울 성북구 화랑로 99 (하월곡동),성북구,37.605611,127.0380182
379,동소문동점,서울 성북구 동소문로13길 5 (동소문동4가),성북구,37.5920452,127.0128751
380,보문역점,서울 성북구 보문로 111 (보문동2가),성북구,37.58488090000001,127.0191683
381,석계중앙점,서울 성북구 화랑로40길 61 (석관동),성북구,37.6073724,127.0631194
382,석관동점,"서울 성북구 돌곶이로8길 22 (석관동, 래미안아트리치)",성북구,37.606103,127.0634229
383,성신여대역점,서울 성북구 동소문로17길 40 (동소문동6가),성북구,37.5939437,127.0159284
384,성신여대점,서울 성북구 보문로34길 100 (동선동2가),성북구,37.5912029,127.0207909
385,안암래미안점,서울 성북구 보문로30가길 42 (안암동1가),성북구,37.5889994,127.0220205
386,월곡1동점,서울 성북구 오패산로 99 (하월곡동),성북구,37.6107577,127.0351305
387,월곡동아점,서울 성북구 장월로1길 47 (상월곡동),성북구,37.6061973,127.0457843
388,장위2동점,서울 성북구 화랑로25길 14 (장위동),성북구,37.6147404,127.0603551
389,장위뉴타운점,서울 성북구 장월로 144-1 (장위동),성북구,37.6176591,127.0510232
390,장위동점,서울 성북구 월계로40길 7 (장위동),성북구,37.6229347,127.0484606
391,장위북서울꿈의숲점,서울 성북구 돌곶이로41가길 2 (장위동),성북구,37.6186444,127.0456108
392,장위중앙점,서울 성북구 장위로 35 (장위동),성북구,37.6144615,127.0407782
393,정릉중앙점,서울 성북구 정릉로 251 (정릉동),성북구,37.6047192,127.011965
394,종암동점,서울 성북구 종암로 105 (종암동),성북구,37.5995967,127.0339167
395,하월곡동점,서울 성북구 오패산로 16 (하월곡동),성북구,37.6036318,127.0375947
396,한성대역점,서울 성북구 동소문로 19 (동소문동1가),성북구,37.5889969,127.0063897
397,한성대점,서울 성북구 삼선교로 10 (삼선동1가),성북구,37.5877339,127.0069093
398,가든파이브점,"서울 송파구 충민로 10 (문정동, 가든파이브툴)",송파구,37.4784176,127.1188877
399,가든파이브테크노관점,"서울 송파구 충민로 66 (문정동, 가든파이브라이프)",송파구,37.4776483,127.1249964
400,가락몰점,"서울 송파구 양재대로 932 (가락동, 가락몰 판매동)",송파구,37.493116,127.1164539
401,가락중앙점,서울 송파구 송이로 87 (가락동),송파구,37.4953459,127.1238482
402,개롱역점,"서울 송파구 오금로 407 (오금동, 상아아파트)",송파구,37.497728,127.135835
403,거여점,서울 송파구 오금로 497 (거여동),송파구,37.4822096,127.1430251
404,문정문현점,서울 송파구 새말로8길 30 (문정동),송파구,37.4801472,127.1266519
405,문정중앙점,서울 송파구 문정로 31-1 (문정동),송파구,37.4864662,127.126334
406,문정테라타워점,"서울 송파구 송파대로 167 (문정동, 문정역테라타워)",송파구,37.4918691,127.1191517
407,방이시장점,서울 송파구 백제고분로48길 3 (방이동),송파구,37.5118613,127.1137576
408,방이역점,서울 송파구 위례성대로18길 32 (방이동),송파구,37.5095759,127.1247189
409,방이초교점,서울 송파구 가락로 280 (방이동),송파구,37.5127562,127.1200478
410,삼전역점,서울 송파구 백제고분로 263 (삼전동),송파구,37.5027912,127.0958008
411,삼전중앙점,서울 송파구 백제고분로27길 5 (삼전동),송파구,37.5058414,127.0897977
412,서울삼성내과점,"서울 송파구 백제고분로 126 (잠실동, 오룡빌딩)",송파구,37.5061551,127.0807668
413,석촌백제점,"서울 송파구 백제고분로39길 15 (석촌동, 삼경빌딩)",송파구,37.5028733,127.0989868
414,석촌사거리점,"서울 송파구 송파대로 409 (석촌동, 범양빌딩)",송파구,37.5076277,127.108153
415,석촌역점,"서울 송파구 송파대로 456 (송파동, 웅현빌딩)",송파구,37.507204,127.1058408
416,송파문정점,서울 송파구 송이로 159 (가락동),송파구,37.4929569,127.1253526
417,송파올림픽훼미리타운점,"서울 송파구 중대로 24 (문정동, 올림픽훼밀리타운 아카데미 상가)",송파구,37.4885195,127.1143775
418,송파위례점,"서울 송파구 위례광장로 188 (장지동, 아이온스퀘어)",송파구,37.4811605,127.1423292
419,송파파인타운점,"서울 송파구 충민로2길 28 (장지동, 대진플라자2)",송파구,37.4772984,127.1275686
420,송파풍납점,서울 송파구 강동대로9길 17-1 (풍납동),송파구,37.52810059999999,127.1165443
421,송파하비오점,"서울 송파구 송파대로 111 (문정동, 파크하비오)",송파구,37.4815439,127.1227226
422,송파한양점,"서울 송파구 가락로 165 (송파동, 위례캐슬빌)",송파구,37.5398844,126.9863647
423,오금점,"서울 송파구 오금로 306 (가락동, 가락스타클래스)",송파구,37.5028786,127.1261236
424,오금중앙점,"서울 송파구 위례성대로22길 18 (오금동, 이시돌빌딩)",송파구,37.5087113,127.1304008
425,올림픽공원점,서울 송파구 올림픽로 354 (방이동),송파구,37.5156746,127.1253915
426,올림픽프라자점,서울 송파구 양재대로 1222 (방이동),송파구,37.5158257,127.1322182
427,위례아이파크점,"서울 송파구 위례광장로 136 (장지동, 위례아이파크)",송파구,37.476296,127.1421314
428,위례포레샤인점,"서울 송파구 위례순환로 477 (장지동, 위례포레샤인23단지)",송파구,37.4762808,127.1356549
429,잠실본동점,"서울 송파구 백제고분로 172 (잠실동, 제이케이빌딩)",송파구,37.5119423,127.0870254
430,잠실역점,"서울 송파구 송파대로 567 (잠실동, 잠실주공아파트)",송파구,37.5152448,127.0948683
431,종합운동장역점,"서울 송파구 올림픽로 76 (잠실동, J타워)",송파구,37.5115663,127.0790214
432,강서초교점,서울 양천구 오목로 48 (신월동),양천구,37.5220052,126.8429459
433,남부지방법원점,"서울 양천구 은행정로4길 25 (신정동, SM엘루이아파트)",양천구,37.5215383,126.8625376
434,목3동점,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",양천구,37.5468869,126.8672611
435,목4동점,서울 양천구 목동중앙본로7길 46 (목동),양천구,37.5394977,126.866131
436,목동센트럴아이파크위브점,서울 양천구 남부순환로 603 (신월동),양천구,37.5152106,126.8406704
437,목동신목점,"서울 양천구 목동중앙로 85 (목동, 강산아파트)",양천구,37.5370203,126.8714588
438,목동신트리점,"서울 양천구 신정로 312 (신정동, 뉴프라자)",양천구,37.5132372,126.8555397
439,목동아델리체점,"서울 양천구 중앙로43길 14 (신정동, 래미안 목동아델리체)",양천구,37.5181273,126.8519807
440,목동역점,서울 양천구 오목로 227 (신정동),양천구,37.5260758,126.8627343
441,목동파라곤점,서울 양천구 목동서로 155 (목동),양천구,37.5295038,126.8751635
442,목동파리공원점,서울 양천구 목동동로 379 (목동),양천구,37.5356048,126.8787598
443,신월5동점,서울 양천구 화곡로 50 (신월동),양천구,37.5391718,126.8274318
444,신월7동점,서울 양천구 지양로 79 (신월동),양천구,37.5224237,126.832963
445,신월사거리점,서울 양천구 남부순환로 353 (신월동),양천구,37.5356811,126.8289529
446,신정교점,서울 양천구 신목로 36 (신정동),양천구,37.518869,126.8738236
447,신정네거리역점,서울 양천구 중앙로 282 (신정동),양천구,37.5215815,126.8526466
448,신정서부점,서울 양천구 신정로11길 50-15 (신정동),양천구,37.5122198,126.8383477
449,양천구청점,서울 양천구 목동동로 63 (신정동),양천구,37.5153085,126.862318
450,오목교대학학원점,서울 양천구 오목로 319 (목동),양천구,37.5250805,126.8730752
451,KBS별관점,"서울 영등포구 국제금융로8길 27-9 (여의도동, 동북빌딩)",영등포구,37.5196169,126.9289537
452,국회대로점,"서울 영등포구 국회대로72길 4 (여의도동, 아이비피아빌딩)",영등포구,37.5303055,126.9199634
453,국회의사당역점,"서울 영등포구 의사당대로 22 (여의도동, 이룸센터)",영등포구,37.5268293,126.91783
454,남부고용센터점,서울 영등포구 양산로 71 (양평동3가),영등포구,37.5298878,126.8925186
455,당산버드나루점,서울 영등포구 버드나루로 87 (영등포동7가),영등포구,37.5247954,126.9073163
456,당산역점,"서울 영등포구 당산로 222 (당산동5가, 당산디오빌)",영등포구,37.5332974,126.9022397
457,당산중앙점,서울 영등포구 당산로 159 (당산동4가),영등포구,37.5290596,126.8990822
458,대림1동점,서울 영등포구 도림로 198 (대림동),영등포구,37.4964372,126.9028423
459,대림3동점,서울 영등포구 대림로 212 (대림동),영등포구,37.4995842,126.8981872
460,대림역점,서울 영등포구 도림로31길 2 (대림동),영등포구,37.4925474,126.8959255
461,도림사거리점,서울 영등포구 도림로 326 (신길동),영등포구,37.5065815,126.9018001
462,도림점,"서울 영등포구 도신로15길 40 (도림동, 도림빌딩)",영등포구,37.5105926,126.9087737
463,라이프점,"서울 영등포구 63로 40 (여의도동, 라이프오피스텔)",영등포구,37.519494,126.939272
464,보라매역점,서울 영등포구 여의대방로 141 (신길동),영등포구,37.5074476,126.9167988
465,서여의도점,"서울 영등포구 국회대로72길 17 (여의도동, KCC파크타운)",영등포구,37.529455,126.9211706
466,선유도역점,서울 영등포구 양평로 126 (양평동5가),영등포구,37.5411723,126.8944337
467,신길성애병원점,서울 영등포구 여의대방로53길 27 (신길동),영등포구,37.517783,126.9172836
468,신길썬프라자점,서울 영등포구 신길로 42 (신길동),영등포구,37.4964769,126.9086271
469,신길아이파크점,서울 영등포구 도림로 280 (신길동),영등포구,37.5029408,126.9042156
470,신길역점,서울 영등포구 영등포로 353 (신길동),영등포구,37.5150708,126.918095
471,신길중앙점,서울 영등포구 도신로 229 (신길동),영등포구,37.5121997,126.9165053
472,신풍역점,서울 영등포구 신풍로 52-1 (신길동),영등포구,37.4999459,126.9117931
473,양평동2가점,"서울 영등포구 선유서로25길 19 (양평동2가, 오목교투웨니퍼스트)",영등포구,37.5243251,126.8837313
474,여의나루역점,서울 영등포구 여의나루로 113 (여의도동),영등포구,37.5260288,126.9307511
475,여의도농협재단점,"서울 영등포구 국제금융로8길 2 (여의도동, 농협재단빌딩)",영등포구,37.5219838,126.930031
476,여의도역점,"서울 영등포구 의사당대로 108 (여의도동, 아일렉스)",영등포구,37.5210236,126.9240116
477,영등포knk점,"서울 영등포구 영신로 220 (영등포동8가, KnK디지털타워)",영등포구,37.526554,126.904299
478,영등포구청점,서울 영등포구 당산로 110 (당산동3가),영등포구,37.5269189,126.8983819
479,영등포그랜드점,"서울 영등포구 양산로9길 15 (양평동3가, 그랜드타워)",영등포구,37.5256479,126.8888824
480,영등포본동점,서울 영등포구 영신로19길 15 (영등포동),영등포구,37.5138475,126.9059986
481,영등포시장점,서울 영등포구 영등포로35길 19 (영등포동6가),영등포구,37.5226874,126.9045536
482,영등포아크로타워점,"서울 영등포구 국회대로54길 10 (영등포동7가, 아크로타워 스퀘어)",영등포구,37.523105,126.9072522
483,영등포에이스점,서울 영등포구 경인로 775 (문래동3가),영등포구,37.5172698,126.8957152
484,영등포점,서울 영등포구 영중로 16-1 (영등포동3가),영등포구,37.5188726,126.9071635
485,영등포코레일점,"서울 영등포구 경인로 846 (영등포동, 영등포 민자역사)",영등포구,37.5159228,126.9073727
486,영등포홈플러스점,"서울 영등포구 당산로 42 (문래동3가, 홈플러스)",영등포구,37.5189835,126.8987059
487,한강성심병원점,서울 영등포구 버드나루로 51 (영등포동2가),영등포구,37.5206095,126.9121946
488,한국수출입은행점,"서울 영등포구 은행로 38 (여의도동, 한국수출입은행빌딩)",영등포구,37.5286052,126.9233963
489,힐스테이트클래시안점,"서울 영등포구 신길로28길 9 (신길동, 힐스테이트 클래시안)",영등포구,37.5036812,126.9125914
